annotation_id,annotator,comment,created_at,id,lead_time,rating,sentiment,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Отрицательное
22.0,1.0,Норм,2025-05-08T13:51:15.744145Z,3773834.0,19.113,1.0,Вопрос решен,2025-05-09T14:59:07.976740Z,0.0,0.0,0.0,0.0,0.0,0
23.0,1.0,спасибо. все прошло очень хорошо,2025-05-08T13:51:25.092147Z,3791959.0,6.703,5.0,Нравится скорость отработки заявок,2025-05-08T13:51:25.092147Z,0.0,0.0,0.0,0.0,0.0,0
24.0,1.0,"Спасибо, пришли все поменяли за 10 минут ",2025-05-08T13:51:37.546700Z,3797804.0,16.383,5.0,Нравится скорость отработки заявок,2025-05-08T13:51:42.956248Z,0.0,0.0,0.0,0.0,0.0,0
25.0,1.0,Все очень оперативно ,2025-05-08T13:51:54.553404Z,3799741.0,9.859,5.0,Нравится качество работы сотрудников,2025-05-08T13:51:54.553404Z,0.0,0.0,0.0,0.0,0.0,0
26.0,1.0,Огромное спасибо.,2025-05-08T13:51:58.987181Z,3802024.0,3.491,5.0,Нравится скорость отработки заявок,2025-05-08T13:51:58.987181Z,0.0,0.0,0.0,0.0,0.0,0
27.0,1.0,Все отлично! Спасибо.,2025-05-08T13:52:04.622483Z,3805876.0,4.626,5.0,Нравится качество работы сотрудников,2025-05-08T13:52:04.622483Z,0.0,0.0,0.0,0.0,0.0,0
28.0,1.0,Хороший мастер,2025-05-08T13:52:09.497332Z,3812092.0,1.929,5.0,Нравится качество работы сотрудников,2025-05-08T13:52:09.497332Z,0.0,0.0,0.0,0.0,0.0,0
29.0,1.0,"Спасибо за оперативность! 
",2025-05-08T13:52:13.012524Z,3815412.0,2.407,5.0,Нравится качество работы сотрудников,2025-05-08T13:52:13.012524Z,0.0,0.0,0.0,0.0,0.0,0
30.0,1.0,"выполнена

",2025-05-08T13:52:18.280829Z,3820641.0,3.967,5.0,Понравилось выполнение заявки,2025-05-08T13:52:18.281692Z,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,"Все супер, Мастер 👍",2025-05-08T13:52:21.391076Z,3828569.0,2.253,5.0,Нравится качество работы сотрудников,2025-05-08T13:52:21.391076Z,0.0,0.0,0.0,0.0,0.0,0
32.0,1.0,Благодарю ребят.,2025-05-08T13:52:27.609122Z,3829748.0,2.759,5.0,Нравится качество работы сотрудников,2025-05-08T13:52:27.609122Z,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,Спасибо большое ,2025-05-08T13:52:32.163914Z,3831509.0,5.086,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T14:59:14.084912Z,1.0,0.0,0.0,0.0,1.0,0
34.0,1.0,спасибо,2025-05-08T13:52:34.426795Z,3831883.0,3.148,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T14:59:16.725483Z,1.0,0.0,0.0,0.0,1.0,0
35.0,1.0,Спасибо!,2025-05-08T13:52:37.797490Z,3832952.0,3.93,5.0,"{""choices"": [""Нравится качество выполнения заявки"", ""Вопрос решен""]}",2025-05-09T14:59:19.592099Z,1.0,1.0,0.0,0.0,0.0,0
36.0,1.0,"Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!",2025-05-08T13:55:47.924222Z,3834081.0,36.411,5.0,Нравится качество работы сотрудников,2025-05-08T13:55:47.924222Z,0.0,0.0,0.0,0.0,0.0,0
37.0,1.0,Благодарю за проделанную работу! ,2025-05-08T13:55:56.273111Z,3835748.0,6.763,5.0,Нравится качество выполнения заявки,2025-05-08T13:55:56.273111Z,0.0,0.0,0.0,0.0,0.0,0
38.0,1.0,"надеюсь и причину устранили, а то после первого дождя будет тоже самое..",2025-05-08T13:56:24.749104Z,3835874.0,27.51,5.0,Отрицательное,2025-05-08T13:56:24.749104Z,0.0,0.0,0.0,0.0,0.0,0
39.0,1.0,"Спасибо, всё чётко.",2025-05-08T13:56:28.135828Z,3839647.0,2.039,5.0,Понравилось выполнение заявки,2025-05-08T13:56:28.135828Z,0.0,0.0,0.0,0.0,0.0,0
40.0,1.0,Благодарю ,2025-05-08T13:56:33.800772Z,3840353.0,4.64,5.0,Нравится скорость отработки заявок,2025-05-08T13:56:33.800772Z,0.0,0.0,0.0,0.0,0.0,0
41.0,1.0,Спасибо Сергей ! )))),2025-05-08T13:56:36.845655Z,3841026.0,1.707,5.0,Нравится качество работы сотрудников,2025-05-08T13:56:36.845655Z,0.0,0.0,0.0,0.0,0.0,0
42.0,1.0,"Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)",2025-05-08T13:56:41.687918Z,3842440.0,3.998,5.0,Нравится качество работы сотрудников,2025-05-08T13:56:41.687918Z,0.0,0.0,0.0,0.0,0.0,0
43.0,1.0,хоть что то сделали 👍👏,2025-05-08T13:56:47.305472Z,3842790.0,3.843,5.0,Понравилось выполнение заявки,2025-05-08T13:56:47.305472Z,0.0,0.0,0.0,0.0,0.0,0
44.0,1.0,спасибо),2025-05-08T13:56:49.435470Z,3843760.0,3.515,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T14:59:29.359020Z,1.0,0.0,0.0,0.0,1.0,0
45.0,1.0,"профессионально, быстро. очень приятный мастер",2025-05-08T13:56:53.206370Z,3844645.0,2.909,5.0,Нравится качество работы сотрудников,2025-05-08T13:56:53.206370Z,0.0,0.0,0.0,0.0,0.0,0
46.0,1.0,спасибо! ,2025-05-08T13:56:56.604885Z,3846820.0,3.281,5.0,"{""choices"": [""Нравится качество выполнения заявки"", ""Вопрос решен""]}",2025-05-09T14:59:35.877410Z,1.0,1.0,0.0,0.0,0.0,0
47.0,1.0,"Спасибо, вопрос решили, всё стало нормально ",2025-05-08T13:57:07.448560Z,3846831.0,9.992,5.0,Нравится качество выполнения заявки,2025-05-08T13:57:07.448560Z,0.0,0.0,0.0,0.0,0.0,0
48.0,1.0,Татьяна Владимировна большое вам спасибо!!!! ,2025-05-08T13:57:14.458433Z,3848236.0,4.306,5.0,Нравится качество работы сотрудников,2025-05-08T13:57:14.458433Z,0.0,0.0,0.0,0.0,0.0,0
49.0,1.0,спасибо! ,2025-05-08T13:58:08.961617Z,3850021.0,54.553,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T14:59:38.845902Z,1.0,0.0,0.0,0.0,1.0,0
50.0,1.0,"спасибо за  быстрый ответ! 


",2025-05-08T14:20:21.793249Z,3850118.0,10.748,1.0,Вопрос решен,2025-05-08T14:20:21.793249Z,0.0,0.0,0.0,0.0,0.0,0
51.0,1.0,Огромное спасибо вам от всего подъезда!!!   ))))),2025-05-08T14:20:39.227993Z,3852179.0,15.779,5.0,Понравилось выполнение заявки,2025-05-08T14:20:39.228375Z,0.0,0.0,0.0,0.0,0.0,0
52.0,1.0,спасибо!),2025-05-08T14:20:41.892143Z,3852743.0,3.792,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T14:59:42.602847Z,1.0,0.0,0.0,0.0,1.0,0
53.0,1.0,спасибо ,2025-05-08T14:20:44.393472Z,3852975.0,4.612,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T14:59:47.018404Z,1.0,0.0,0.0,0.0,1.0,0
54.0,1.0,Все отлично ,2025-05-08T14:20:51.799870Z,3854073.0,5.469,5.0,Вопрос решен,2025-05-08T14:20:51.799870Z,0.0,0.0,0.0,0.0,0.0,0
55.0,1.0,свершилось,2025-05-08T14:26:34.895638Z,3856028.0,2.65,1.0,Вопрос решен,2025-05-08T14:26:34.895638Z,0.0,0.0,0.0,0.0,0.0,0
56.0,1.0,Спасибо мастеру ,2025-05-08T14:26:38.126409Z,3859764.0,2.316,5.0,Нравится качество работы сотрудников,2025-05-08T14:26:38.126409Z,0.0,0.0,0.0,0.0,0.0,0
57.0,1.0,"спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝",2025-05-08T14:26:53.574248Z,3859780.0,11.721,5.0,Нравится скорость отработки заявок,2025-05-08T14:26:53.574248Z,0.0,0.0,0.0,0.0,0.0,0
58.0,1.0,"Среагировали быстро, благодарю ",2025-05-08T14:27:00.884189Z,3860248.0,5.627,5.0,Вопрос решен,2025-05-08T14:27:00.884189Z,0.0,0.0,0.0,0.0,0.0,0
59.0,1.0,Спасибо за оперативность!,2025-05-08T14:27:06.116989Z,3860900.0,3.839,5.0,Понравилось выполнение заявки,2025-05-08T14:27:06.116989Z,0.0,0.0,0.0,0.0,0.0,0
60.0,1.0,Отличный мастер!,2025-05-08T14:27:08.671521Z,3862448.0,1.598,5.0,Нравится качество работы сотрудников,2025-05-08T14:27:08.671521Z,0.0,0.0,0.0,0.0,0.0,0
61.0,1.0,"Спасибо! По крайней мере, по ночам пока шума не слышно.",2025-05-08T14:27:19.177544Z,3863351.0,7.322,5.0,Вопрос решен,2025-05-08T14:27:19.177544Z,0.0,0.0,0.0,0.0,0.0,0
62.0,1.0,Быстро ,2025-05-08T14:27:23.953078Z,3863609.0,3.836,5.0,Нравится качество выполнения заявки,2025-05-08T14:27:23.953078Z,0.0,0.0,0.0,0.0,0.0,0
63.0,1.0,Спасибо за своевременное выполнение заявки...,2025-05-08T14:27:42.621544Z,3866829.0,17.688,5.0,Нравится качество выполнения заявки,2025-05-08T14:27:42.621544Z,0.0,0.0,0.0,0.0,0.0,0
64.0,1.0,все сделали быстро. спасибо ,2025-05-08T14:47:55.294499Z,3866867.0,5.183,5.0,Понравилось выполнение заявки,2025-05-08T14:47:55.294499Z,0.0,0.0,0.0,0.0,0.0,0
65.0,1.0,всё отлично 👍,2025-05-08T14:48:00.335823Z,3868883.0,2.842,5.0,Вопрос решен,2025-05-08T14:48:00.335823Z,0.0,0.0,0.0,0.0,0.0,0
66.0,1.0,Спасибо ,2025-05-08T14:48:06.630984Z,3871379.0,6.26,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:00.195993Z,1.0,0.0,0.0,0.0,1.0,0
67.0,1.0,"Большое спасибо Александру,за оперативность и профессионализм ",2025-05-08T14:48:11.113644Z,3872124.0,2.162,5.0,Нравится качество работы сотрудников,2025-05-08T14:48:11.113644Z,0.0,0.0,0.0,0.0,0.0,0
68.0,1.0,благодарю ,2025-05-08T14:48:14.283788Z,3872129.0,1.228,5.0,Вопрос решен,2025-05-08T14:48:14.283788Z,0.0,0.0,0.0,0.0,0.0,0
69.0,1.0,оперативно и качественно. спасибо ,2025-05-08T14:48:23.116624Z,3873692.0,7.442,5.0,Нравится качество выполнения заявки,2025-05-08T14:48:23.116624Z,0.0,0.0,0.0,0.0,0.0,0
70.0,1.0,Спасибо!,2025-05-08T14:48:26.126546Z,3874941.0,3.387,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:04.860180Z,1.0,0.0,0.0,0.0,1.0,0
71.0,1.0,"благодарю, всего доброго!",2025-05-08T14:48:32.491716Z,3875262.0,8.921,5.0,Понравилось выполнение заявки,2025-05-08T14:48:37.255688Z,0.0,0.0,0.0,0.0,0.0,0
72.0,1.0,спасибо,2025-05-08T14:48:40.770007Z,3876790.0,3.17,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:07.285668Z,1.0,0.0,0.0,0.0,1.0,0
73.0,1.0,Спасибо ,2025-05-08T14:48:45.454865Z,3876998.0,4.053,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:10.376719Z,1.0,0.0,0.0,0.0,1.0,0
74.0,1.0,Спасибо большое! ,2025-05-08T14:48:48.803075Z,3877186.0,3.389,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:12.909274Z,1.0,0.0,0.0,0.0,1.0,0
75.0,1.0,Спасибо!,2025-05-08T14:48:55.357818Z,3877315.0,5.327,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:16.157127Z,1.0,0.0,0.0,0.0,1.0,0
76.0,1.0,К мастеру вопросов нет.  ,2025-05-08T14:48:58.471296Z,3877334.0,1.866,3.0,Вопрос решен,2025-05-08T14:48:58.471296Z,0.0,0.0,0.0,0.0,0.0,0
77.0,1.0,"Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!",2025-05-08T14:49:01.612241Z,3877901.0,1.895,5.0,Нравится качество работы сотрудников,2025-05-08T14:49:01.612241Z,0.0,0.0,0.0,0.0,0.0,0
78.0,1.0,"вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ",2025-05-08T14:49:14.301180Z,3878088.0,10.172,5.0,Нравится качество работы сотрудников,2025-05-08T14:49:14.301180Z,0.0,0.0,0.0,0.0,0.0,0
79.0,1.0,спасибо большое! надолго ли🙄,2025-05-08T14:49:22.964781Z,3878555.0,7.377,5.0,Вопрос решен,2025-05-08T14:49:22.964781Z,0.0,0.0,0.0,0.0,0.0,0
80.0,1.0,Огромное спасибо! ,2025-05-08T14:49:25.913205Z,3878808.0,1.785,5.0,Понравилось выполнение заявки,2025-05-08T14:49:25.914207Z,0.0,0.0,0.0,0.0,0.0,0
81.0,1.0,Всё очень четко организовано! Большое спасибо за работу!,2025-05-08T14:49:30.627667Z,3879856.0,3.514,5.0,Нравится скорость отработки заявок,2025-05-08T14:49:30.627667Z,0.0,0.0,0.0,0.0,0.0,0
82.0,1.0,Спасибо Вам большое и за дверь и за номера квартир!,2025-05-08T14:49:44.457513Z,3880345.0,12.751,5.0,Нравится качество выполнения заявки,2025-05-08T14:49:44.457513Z,0.0,0.0,0.0,0.0,0.0,0
83.0,1.0,снимаю звезду за первую отписку без выполнения работ,2025-05-08T14:50:05.393631Z,3880717.0,19.013,3.0,Отрицательное,2025-05-08T14:50:05.393631Z,0.0,0.0,0.0,0.0,0.0,0
84.0,1.0,"В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ",2025-05-08T14:50:18.089649Z,3881004.0,10.766,5.0,Нравится качество работы сотрудников,2025-05-08T14:50:18.089649Z,0.0,0.0,0.0,0.0,0.0,0
85.0,1.0,Спасибо!,2025-05-08T14:50:21.442620Z,3881432.0,3.788,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:20.563863Z,1.0,0.0,0.0,0.0,1.0,0
86.0,1.0,Спасибо! Все заработало ,2025-05-08T14:50:25.393810Z,3881460.0,2.104,5.0,Понравилось выполнение заявки,2025-05-08T14:50:25.393810Z,0.0,0.0,0.0,0.0,0.0,0
87.0,1.0,"спасибо, решили мой вопрос на месте в офисе ",2025-05-08T14:50:32.023872Z,3881636.0,5.476,5.0,Нравится скорость отработки заявок,2025-05-08T14:50:32.023872Z,0.0,0.0,0.0,0.0,0.0,0
88.0,1.0,"Спасибо больше Ольге Птушкине, за проделанную работу! ",2025-05-08T14:50:38.363061Z,3882840.0,5.078,5.0,Нравится качество работы сотрудников,2025-05-08T14:50:38.363061Z,0.0,0.0,0.0,0.0,0.0,0
89.0,1.0,Спасибо ,2025-05-08T14:50:42.581209Z,3883049.0,4.266,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:27.179877Z,1.0,0.0,0.0,0.0,1.0,0
90.0,1.0,"всё сделали хорошо, починили вовремя. наверное, молодцы.",2025-05-08T14:50:52.290647Z,3883200.0,7.935,5.0,Понравилось выполнение заявки,2025-05-08T14:50:52.290647Z,0.0,0.0,0.0,0.0,0.0,0
91.0,1.0,Спасибо,2025-05-08T14:50:55.099207Z,3883457.0,3.146,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:24.013898Z,1.0,0.0,0.0,0.0,1.0,0
92.0,1.0,Супер! Спасибо!,2025-05-08T14:50:57.463747Z,3883549.0,1.306,5.0,Вопрос решен,2025-05-08T14:50:57.463747Z,0.0,0.0,0.0,0.0,0.0,0
93.0,1.0,Отлично! Все выполнили как и обещали! ,2025-05-08T14:51:02.189214Z,3883658.0,3.604,5.0,Нравится качество выполнения заявки,2025-05-08T14:51:02.189214Z,0.0,0.0,0.0,0.0,0.0,0
94.0,1.0,Очень оперативно. Спасибо большое ,2025-05-08T14:51:08.508316Z,3883736.0,4.402,5.0,Понравилось выполнение заявки,2025-05-08T14:51:08.509316Z,0.0,0.0,0.0,0.0,0.0,0
901.0,1.0,"Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.",2025-05-09T10:15:49.382447Z,3883745.0,4.274,5.0,Нравится качество работы сотрудников,2025-05-09T10:15:49.382447Z,0.0,0.0,0.0,0.0,0.0,0
95.0,1.0,Спасибо,2025-05-08T14:51:11.430308Z,3883823.0,3.406,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:29.966226Z,1.0,0.0,0.0,0.0,1.0,0
96.0,1.0,спасибо,2025-05-08T14:51:14.765793Z,3884514.0,4.016,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:33.257911Z,1.0,0.0,0.0,0.0,1.0,0
900.0,1.0,Спасибо ,2025-05-09T10:15:31.762661Z,3884705.0,4.896,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:22:52.346782Z,1.0,0.0,0.0,0.0,1.0,0
97.0,1.0,Умело подкрутили редукторы давления. Молодец!,2025-05-08T14:51:27.053799Z,3884964.0,8.51,5.0,Нравится качество выполнения заявки,2025-05-08T14:51:27.053799Z,0.0,0.0,0.0,0.0,0.0,0
98.0,1.0,"все хорошо,дверь практически бесшумно закрывается",2025-05-08T14:51:30.464763Z,3885089.0,2.233,5.0,Нравится качество выполнения заявки,2025-05-08T14:51:30.464763Z,0.0,0.0,0.0,0.0,0.0,0
99.0,1.0,Спасибо ,2025-05-08T14:51:33.802944Z,3885291.0,3.1420000000000003,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:36.977320Z,1.0,0.0,0.0,0.0,1.0,0
100.0,1.0,спасибо),2025-05-08T14:51:37.247895Z,3885807.0,3.339,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:39.479376Z,1.0,0.0,0.0,0.0,1.0,0
101.0,1.0,"проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам",2025-05-08T14:51:48.651576Z,3886150.0,9.888,5.0,Понравилось выполнение заявки,2025-05-08T14:51:48.651576Z,0.0,0.0,0.0,0.0,0.0,0
102.0,1.0,"быстро, чётко, без проблем. одно слово - мастер! ",2025-05-08T14:52:00.172669Z,3886231.0,10.411,5.0,Понравилось выполнение заявки,2025-05-08T14:52:00.172669Z,0.0,0.0,0.0,0.0,0.0,0
103.0,1.0,Работает. Спасибо!,2025-05-08T14:52:07.805540Z,3886721.0,6.22,5.0,Вопрос решен,2025-05-08T14:52:07.805540Z,0.0,0.0,0.0,0.0,0.0,0
104.0,1.0,"сегодня ездил, все исправно работает, спасибо!",2025-05-08T14:52:23.005191Z,3886923.0,13.182,5.0,Понравилось выполнение заявки,2025-05-08T14:52:23.006177Z,0.0,0.0,0.0,0.0,0.0,0
105.0,1.0,"Спасибо большое, всё понятно.",2025-05-08T14:52:29.123108Z,3886937.0,4.55,5.0,Вопрос решен,2025-05-08T14:52:29.123108Z,0.0,0.0,0.0,0.0,0.0,0
106.0,1.0,Татьяна спасибо ❤️,2025-05-08T14:52:33.886369Z,3887002.0,2.844,5.0,Нравится качество работы сотрудников,2025-05-08T14:52:33.886369Z,0.0,0.0,0.0,0.0,0.0,0
107.0,1.0,На вопрос ответили. Крепления нельзя повесить в колясочной,2025-05-08T14:52:49.483486Z,3887203.0,14.823,5.0,Вопрос решен,2025-05-08T14:52:49.483486Z,0.0,0.0,0.0,0.0,0.0,0
108.0,1.0,Большое спасибо!,2025-05-08T14:52:54.268387Z,3887228.0,3.214,5.0,Вопрос решен,2025-05-08T14:52:54.268387Z,0.0,0.0,0.0,0.0,0.0,0
109.0,1.0,Лучший ,2025-05-08T14:53:00.391546Z,3887353.0,5.125,5.0,Вопрос решен,2025-05-08T14:53:00.391546Z,0.0,0.0,0.0,0.0,0.0,0
110.0,1.0,спасибо за оперативность ,2025-05-08T14:53:03.765301Z,3887358.0,1.504,5.0,Понравилось выполнение заявки,2025-05-08T14:53:03.765301Z,0.0,0.0,0.0,0.0,0.0,0
111.0,1.0,спасибо ,2025-05-08T14:53:08.268559Z,3887389.0,4.38,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:51.739484Z,1.0,0.0,0.0,0.0,1.0,0
112.0,1.0,спасибо за то что быстро отреагировали,2025-05-08T14:53:17.217847Z,3887392.0,7.186,5.0,Нравится скорость отработки заявок,2025-05-08T14:53:17.217847Z,0.0,0.0,0.0,0.0,0.0,0
113.0,1.0,"Сервис на высоте, мастер - профессионал",2025-05-08T14:53:20.352269Z,3887422.0,2.281,5.0,Нравится качество работы сотрудников,2025-05-08T14:53:20.352269Z,0.0,0.0,0.0,0.0,0.0,0
114.0,1.0,спасибо,2025-05-08T14:53:22.956913Z,3887496.0,2.989,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:55.009422Z,1.0,0.0,0.0,0.0,1.0,0
115.0,1.0,спасибо большое,2025-05-08T14:53:28.240595Z,3887525.0,4.945,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:00:59.383105Z,1.0,0.0,0.0,0.0,1.0,0
116.0,1.0,ок ,2025-05-08T14:53:31.282210Z,3887606.0,1.687,1.0,Вопрос решен,2025-05-08T14:53:31.282210Z,0.0,0.0,0.0,0.0,0.0,0
117.0,1.0,Надолго ли(,2025-05-08T14:53:35.949216Z,3887614.0,3.07,2.0,Отрицательное,2025-05-08T14:53:35.949216Z,0.0,0.0,0.0,0.0,0.0,0
118.0,1.0,Надолго ли(,2025-05-08T14:53:39.694895Z,3887616.0,2.565,2.0,Отрицательное,2025-05-08T14:53:39.694895Z,0.0,0.0,0.0,0.0,0.0,0
119.0,1.0,Спасибо. Все работает,2025-05-08T15:05:14.103710Z,3887743.0,687.526,5.0,Вопрос решен,2025-05-08T15:05:14.103710Z,0.0,0.0,0.0,0.0,0.0,0
